File Used,Matching Request Item From File,Applicable Department
Functional Due Diligence List_old.xlsx,"Provide a list of all test platforms and equipment used.  Include ICT, FT, burn-in, run-in, all other.",facilites/ manufacturing
Functional Due Diligence List_old.xlsx,Provide factory equipment layout/work flow,facilites
Functional Due Diligence List_old.xlsx,"Describe auxiliary equipment - tools, patterns and material handling equipment.",engineering/facilites
Functional Due Diligence List_old.xlsx,"Describe machine and equipment Maintenance requirements, methods, costs, deferred maintenance, & any required certifications by equipment item.",engineering/manufacturing
Functional Due Diligence List_old.xlsx,Describe Machinery designed by company itself.,product
Functional Due Diligence List_old.xlsx,Show trend metrics for Preventative/emergency maintenance costs and schedule,engineering/facilites
Functional Due Diligence List_old.xlsx,"Provide fixed asset list including depreciation schedule, age,condition, mfgr, FMV",Facilites/manufacturing
Functional Due Diligence List_old.xlsx,Describe Machinery on order & cost,Facilities/manufacturing
Functional Due Diligence List_old.xlsx,Are you ISO 9000 or 14000 certified?  If so - provide copies of certificates.,Engineering
Functional Due Diligence List_old.xlsx,"Describe your ECO (Engineering Change Order) process.  How many ECOs do you process monthly? How many part number affected per month?  How does this process affect inventory on hand, on order and new purchases. Is the process controlled by the local site team, or globally.",Engineering
Functional Due Diligence List_old.xlsx,Show trend metrics for  Engineering change notices.,Engineering
Functional Due Diligence List_old.xlsx,Describe your manufacturing processes and equipment layout and configurations.  Is your operation run in a continuous flow or batch process? Include a process map from receipt of an order to order fulfillment.,manufaturing
Functional Due Diligence List_old.xlsx,"Detail your data collection system which provides statistics on manufacturing process controls (first time yields, etc).",manufacturing
Functional Due Diligence List_old.xlsx,Show ship on time delivery (OTD) trend metrics.,manufacturing
Functional Due Diligence List_old.xlsx,Show product cycle time & stated leadtimes for producsts,manufacturing
Functional Due Diligence List_old.xlsx,Show trend metrics in product yields by product & how calculated,manufacturing/ product
Functional Due Diligence List_old.xlsx,Show trend metrics for waste / scrap & calculation,manufacturing
Functional Due Diligence List_old.xlsx,Describe Production control.,manufacturing
Functional Due Diligence List_old.xlsx,Provide manufacturing hardware sales data (separate and distinct from overall sales).,manufacturing/sales
Functional Due Diligence List_old.xlsx,"Do you produce all of your own products or is some outsourced?  What, why, %?",manufacturing
Functional Due Diligence List_old.xlsx,Show trend metrics for performance to labor quote or standards,manufacturing
Functional Due Diligence List_old.xlsx,Show trend metrics for Downtimes,manufacturing
Functional Due Diligence List_old.xlsx,What are drivers to production costs?,manufacturing/finance
Functional Due Diligence List_old.xlsx,Do you design or produce your own fixtures or dies?,manufacturing
Functional Due Diligence List_old.xlsx,Describe any Unusual process or machinery worthy of note.,manufacturing/facilites
Functional Due Diligence List_old.xlsx,Do you fabricate for others?,manufacturing
Functional Due Diligence List_old.xlsx,What percent of plant capacity is utilized for fabrication of goods for others?,manufacturing
Functional Due Diligence List_old.xlsx,"List any Special tools, dies, fixtures, and their market values.",facilites
Functional Due Diligence List_old.xlsx,Who furnishes the material for fabrication of goods for others?,manufacturing
Functional Due Diligence List_old.xlsx,"Does the company have a formal, documented Cost/Schedule Control System? Customer approved?",finance/customer success
Functional Due Diligence List_old.xlsx,Describe your NPI (New Product Introduction) process.  How many NPIs do you process monthly? Provide samples of recent NPI project plans,manufacturing
Functional Due Diligence List_old.xlsx,Show trend metrics for Mfg overhead & how calculated,manufacturing
Functional Due Diligence List_old.xlsx,Show trend metrics for labor efficiency & how calculated,HR
Functional Due Diligence List_old.xlsx,Show trend metrics for Returned goods.,product
Functional Due Diligence List_old.xlsx,Identify patentable processes.,manufacturing
Functional Due Diligence List_old.xlsx,Show metrics for production planning vs sales forecasts vs customer orders.,manufacturing
Functional Due Diligence List_old.xlsx,Provide flowchart of distribution facilities/graphic areas covered.,facilites
Functional Due Diligence List_old.xlsx,"Provide current manufacturing work-in-process level, and recent historical trend.",manufacturing
Functional Due Diligence List_old.xlsx,"Describe your Flexibility to meet changing needs (new products, etc.)",product
Functional Due Diligence List_old.xlsx,Does the company use a Program Risk Management process?,engineering
Functional Due Diligence List_old.xlsx,"Provide all standard monthly operational reporting metrics and detail by product line and/or customer if available.  Sample metrics could be facility cost per Sq. Ft., Operating profit (OP%), Direct Labor (DL%), Bookings, Revenue, value added margin (VAM%), gross margin (GM%), SG&A (SG&A%), Bonepile, aged work orders, purchase price variance (PPV%), freight (freight%), etc.",finance
Functional Due Diligence List_old.xlsx,What is the financial liability of the site?,finance
Functional Due Diligence List_old.xlsx,"Identify any Permits (e.g. hazardous waste, environmental discharge) that will have to be transferred, require reapplication, or likely would not be renewed upon a change in control.",engineering
Functional Due Diligence List_old.xlsx,"Provide information on building codes, zoning laws and restrictions.",facilites
Functional Due Diligence List_old.xlsx,"Provide  building maintenance and ""housekeeping"" records.",facilites
Functional Due Diligence List_old.xlsx,"Provide utilities metrics - availability, usage, rates.",facilites
Functional Due Diligence List_old.xlsx,"List of all real and personal property.  Provide legal descriptions and complete addresses of all real property owned by the Company or the subject of recorded leases having the Company as a party.  Please sort these lists by country, state, location.",finance
Functional Due Diligence List_old.xlsx,Title reports and appraisals for any real property owned by the Company.,finance
Functional Due Diligence List_old.xlsx,All outstanding leases of real or personal property to which the Company is either a lessor or lessee.,finance
Functional Due Diligence List_old.xlsx,"All material agreements encumbering real or personal property owned by the Company, including, mortgages, deeds of trust and security agreements and list of security interests in the Company's real and/or personal property, including any UCC, mortgage, or similar filing.",finance
Functional Due Diligence List_old.xlsx,"All documentation related to the purchase and/or lease of building/property, including copies of certification of occupancy and compliance with applicable zoning requirements. All contracts or options held by the Company to purchase or sell real property.",legal
Functional Due Diligence List_old.xlsx,"Provide addresses of all facilities (including warehouses/self-storage locations) currently owned, leased or occupied by you.",facilites
Functional Due Diligence List_old.xlsx,"Describe manufacturing areas, including climate and hazards from flood.",facilites
Functional Due Diligence List_old.xlsx,"Describe the acreage, cost, market (appraisal) value, assessed value, and terms of lease (if any) for your land.",facilites
Functional Due Diligence List_old.xlsx,Describe any available space to expand.,facilites
Functional Due Diligence List_old.xlsx,Describe any adjoining property.,facilites
Functional Due Diligence List_old.xlsx,Describe parking areas.,facilites
Functional Due Diligence List_old.xlsx,"Describe the building's type of construction, age.",facilites
Functional Due Diligence List_old.xlsx,Describe fire protection (sprinkler system or other).,facilites
Functional Due Diligence List_old.xlsx,"Describe shipping facilities; railroad sidings, switch tracks, truck doors, ramps, highways, overhead cranes.",facilites
Functional Due Diligence List_old.xlsx,Describe any surplus or idle buildings.,facilites
Functional Due Diligence List_old.xlsx,Describe buildings adaptability to increased production or other products.,facilites
Functional Due Diligence List_old.xlsx,"Descirbe buildings light, heat, ventilation.",facilites
Functional Due Diligence List_old.xlsx,"Describe locker, washroom, other facilities.",facilites
Functional Due Diligence List_old.xlsx,List all historical and current underground storage tanks and a copy of all underground storage tank notifications.,facilites
Functional Due Diligence List_old.xlsx,"Provide open operations leases for land or equipment in use (not all the bids, just the actual agreements that are in place).",facilites
Functional Due Diligence List_old.xlsx,"Describe any hazards, such as flood, erosion, climate, etc.",engineering
Functional Due Diligence List_old.xlsx,"List of all chemicals used by you excluding office supplies.  ""Chemicals"" include, but are not limited to paints (aerosol cans, as well as bulk), compressed gases, petroleum, oils, adhesives, solvents, thinners, cleaners, acids, solders, fluxes, and coatings.",facilites
Functional Due Diligence List_old.xlsx,Identify the constituent management program used to document emissions and discharges.,engineering
Functional Due Diligence List_old.xlsx,Does your company use or generate hazardous materials and if so where have these wastes been stored/disposed of?,engineering
Functional Due Diligence List_old.xlsx,What volume of waste is or has been generated in a year?,engineering
Functional Due Diligence List_old.xlsx,What is the plant's EPA ID number (from manifest form)?,Facilities
Functional Due Diligence List_old.xlsx,"Has the facility received a waste  treatment, storage and disposal permit under Sections 3004 and 3005 of the Resource Conservation and Recovery Act (RCRA)?  If so:",legal
Functional Due Diligence List_old.xlsx,Have there been any notices of violations or warnings?  Provide copies.,legal
Functional Due Diligence List_old.xlsx,Does the facility discharge wastewater into something other than a public owned treatment works (POTW)? If so:,facilites
Functional Due Diligence List_old.xlsx,Provide a copy of the discharge permit.,legal
Functional Due Diligence List_old.xlsx,"If the facility does use a POTW: Is ""pretreatment"" required by the POTW?  If so, what are the estimated costs?",Finance
Functional Due Diligence List_old.xlsx,"Have there been environmental disclosures in the 10-K?  If so, provide copies.",Finance
Functional Due Diligence List_old.xlsx,"Provide all information related to land transactions, including environmental assessments (Phase 1 and 2), environmental agreements (indemnification or other) as a result of those assessments.",Engineering
Functional Due Diligence List_old.xlsx,Provide copies of last 3 years financial assurances issued relating to USTs and remediation.,financial
Functional Due Diligence List_old.xlsx,"Provide plat of survey, historical photographs and a site history of all real estate owned or leased by you.",facilities
Functional Due Diligence List_old.xlsx,"A list of all property currently or formerly owned or leased by the Company (collectively, the ""Facilities""), including addresses and a description of the activities that occurred at each site.","facilities, legal"
Functional Due Diligence List_old.xlsx,All material agreements pursuant to which the Company is obligated to make any payment for environmental clean-up or compliance or is obligated to indemnify any other party for the cost of such clean-up or compliance.  Include all documents reflecting or relating to remedial action plans at any Facilities currently or previously used or owned by the Company.,"facilities, legal"
Functional Due Diligence List_old.xlsx,"All environmental or safety studies, audits or reports prepared by, for or in the possession of the Company, including any environmental compliance audits, environmental insurance investigations, asbestos surveys and any studies of the subsurface or hydro geological region underneath any Facility, including any studies or reports obtained in conjunction with the purchase, sale or leasing of any Facilities.","facilities, legal"
Functional Due Diligence List_old.xlsx,"All environmental regulatory matters, reports, citations, notices, or requests involving the Company.  Provide evidence of abatement  or corrective actions for all violations.","facilities, legal"
Functional Due Diligence List_old.xlsx,"Communications, complaints, notices or correspondence with respect to any noticed violation or enforcement action or any pending or threatened investigation, claim, action or litigation, whether administrative or judicial, against the Company that involves an alleged violation of any environmental or occupational health and safety statute or regulation in the last three years or otherwise unresolved at this date.","facilities, legal"
Functional Due Diligence List_old.xlsx,"The results of any sampling (soil, ground water, surface water) and stack tests available to the Company.","facilities, legal"
Functional Due Diligence List_old.xlsx,"An inventory of current and former underground storage tanks owned or controlled by the Company, including closure reports for each tank removed or closed in place, and any correspondence with applicable regulatory agencies regarding same.","facilities, legal"
Functional Due Diligence List_old.xlsx,"All correspondence and documents of the Company relating to permits and licenses for current operations (air, water, solid waste).","facilities, legal"
Functional Due Diligence List_old.xlsx,All spill reports or other documents reflecting release of hazardous substances at any Facility.,"facilities, legal"
Functional Due Diligence List_old.xlsx,"State whether there is any asbestos containing material at, on, or about any of the Facilities.  Provide all documentation or surveys regarding same.","facilities, legal"
Functional Due Diligence List_old.xlsx,"State whether there are any PCB transformers, capacitors, or hydraulic equipment at, on, or about any of the Facilities.  Provide all documentation or surveys regarding same.","facilities, legal"
Functional Due Diligence List_old.xlsx,"All other documents, records and logs not specifically identified above that are in the possession, custody or control of the Company and that relate to potential or alleged violations, investigations, litigation or responsibility under domestic or foreign environmental laws or regulations.","facilities, legal"
Functional Due Diligence List_old.xlsx,"A list of all hazardous and non hazardous waste identification numbers that apply to the facilities.  Description of any toxic chemicals, or substances identified as ""hazardous"" under environmental regulations used by the Company and manner of storage and disposition.","facilities, legal"
Functional Due Diligence List_old.xlsx,"Terms of indemnification from previous owners, landlords or sellers of acquired companies.","facilities, legal"
Functional Due Diligence List_old.xlsx,Environmental assessment reports.,"facilities, legal"
Functional Due Diligence List_old.xlsx,"Notices, complaints, investigations and other documentation regarding any potential, threatened or pending environmental claim.","facilities, legal"
Functional Due Diligence List_old.xlsx,List of materials used by the Company designated as Hazardous or Toxic pursuant to federal or state environmental laws.,"facilities, legal"
Functional Due Diligence List_old.xlsx,"List of general types of machinery and equipment, hoists and cranes, paint booths or spraying operations.","facilities, legal"
Functional Due Diligence List_old.xlsx,List of all in-plant and fleet vehicles.,"facilities, legal"
Functional Due Diligence List_old.xlsx,Description of the emergency alarm system..,"facilities, legal"
Functional Due Diligence List_old.xlsx,"List of all ionizing and non-ionizing radiation equipment and sources, and the processes where such equipment and sources are used.","facilities, legal"
Functional Due Diligence List_old.xlsx,"List of all lasers (including type, wavelength, maximum power and class) and processes where lasers are used.","facilities, legal"
Functional Due Diligence List_old.xlsx,"List of all chemicals used, excluding office supplies.  The list shall include but not be limited to paints (aerosol cans, as well as bulk), compressed gases, petroleum, oils, adhesives, solvents, thinners, cleaners, acids, solders, fluxes, coatings, metals (grinding / abrasive wheels) and explosives.","facilities, legal"
Functional Due Diligence List_old.xlsx,"All indoor air quality and industrial hygiene survey records, including air and sound level monitoring.","facilities, legal"
Functional Due Diligence List_old.xlsx,"Addresses of all facilities (including warehouses/self-storage locations) currently owned, leased or occupied.","facilities, legal"
Functional Due Diligence List_old.xlsx,"Copy of all health and safety policies and procedures, and compliance programs.","HR, legal"
Functional Due Diligence List_old.xlsx,Copy of all written health and safety plans.,"HR, legal"
Functional Due Diligence List_old.xlsx,Copy of all health and safety training curriculums and materials.,"HR, legal"
Functional Due Diligence List_old.xlsx,Provide reports filed with any governmental agency relating to occupational safety and health issues for the prior two years.,"HR, legal"
Functional Due Diligence List_old.xlsx,"All documentation related to OSHA inspections, citations and/or fines, penalties, abatement plans, or any legal actions for the last 5 years.","HR, legal"
Functional Due Diligence List_old.xlsx,"Records of all health and safety, fire, and property and asset insurance carrier inspections and corresponding abatement plans for the last 5 years.","HR, legal"
Functional Due Diligence List_old.xlsx,Copies of reports or any correspondence concerning any alleged or actual violation of health and safety laws.,"HR, legal"
Functional Due Diligence List_old.xlsx,"Copies of any communications to federal, state or local health and safety agencies and local fire department.","HR, legal"
Functional Due Diligence List_old.xlsx,"Copy of OSHA 200 logs for the last 5 years, plus a copy of the current OSHA 300 log.","HR, legal"
Functional Due Diligence List_old.xlsx,"All health and safety licenses and registrations issued under federal, state and local health and safety laws and regulations (ex. Ionizing and non-ionizing radiation equipment and sources, elevators, etc.).","HR, legal"
Functional Due Diligence List_old.xlsx,"All records of employee exposures to chemicals, asbestos, radiation, lead, laser beam, etc. and associated employee notices and other documentation.","HR, legal"
Functional Due Diligence List_old.xlsx,"Name, address and contact information for workers' compensation benefits administrator (or Third Party Administrator).","HR, legal"
Functional Due Diligence List_old.xlsx,Number of open workers' compensation claims and outstanding reserves.,"HR, legal"
Functional Due Diligence List_old.xlsx,"Workers' compensation claims experience, including number of open and closed claims, medical payments, indemnity payments, legal costs, and outstanding reserves for each for the last 5 years.","HR, legal"
Functional Due Diligence List_old.xlsx,Workers' Compensation rates and reserve level IBNR/pending cases/management overview program/return-to-work programs.,"HR, legal"
Functional Due Diligence List_old.xlsx,Describe how the Return-to-Work program works.,"HR, legal"
Functional Due Diligence List_old.xlsx,What are the short and long-range objectives of your R&D Strategic Plan?,HR
Functional Due Diligence List_old.xlsx,What policies regulate the responsibility and operations of the department?,HR
Functional Due Diligence List_old.xlsx,What has been the experience of the department with regard to personnel turnover?,HR
Functional Due Diligence List_old.xlsx,List of Outsourced Engineering Activity & Associated Vendors & Contracts,HR
Functional Due Diligence List_old.xlsx,Contribution to Revenue by various service and product categories,"product, engineering"
Functional Due Diligence List_old.xlsx,"What are the methods of authorization, funding, and reporting for product engineering and company R&D.","product, engineering"
Functional Due Diligence List_old.xlsx,How do R&D strategic plans relate to research plans and market requirements?,"product, engineering"
Functional Due Diligence List_old.xlsx,"Describe the type, condition, and adequacy of engineering space and laboratories.","product, engineering"
Functional Due Diligence List_old.xlsx,"Blueprints/Construction Drawings/Layout of Lab, Development & Office Space.  Describe any special test equipment.","product, engineering"
Functional Due Diligence List_old.xlsx,"Describe any drafting room and offices.  Describe the condition of drawings, other records, etc.","product, engineering"
Functional Due Diligence List_old.xlsx,What products have been developed and produced in last five years?  How were they accepted in the marketplace?,"product, engineering"
Functional Due Diligence List_old.xlsx,"List of current and past projects (include $ value, customer, duration, date ended)","product, engineering"
Functional Due Diligence List_old.xlsx,List of product mix by category,"product, engineering"
Functional Due Diligence List_old.xlsx,Provide functional specifications for in-house developed products,"product, engineering"
Functional Due Diligence List_old.xlsx,Copies of design review presentations including technical documentation,"product, engineering"
Functional Due Diligence List_old.xlsx,Product Roadmaps,"product, engineering"
Functional Due Diligence List_old.xlsx,Flowchart of product development process including key milestones and the decision process used at each stage,"product, engineering"
Functional Due Diligence List_old.xlsx,List of current bugs on all Products (shipping and in development).,"product, engineering"
Functional Due Diligence List_old.xlsx,"Engineering, Patent, Invention Incentive Plan & Provide a list of patents, copyrights and trademarks, Foreign & Domestic, Issued & Pending.  Where are the patents protected?","HR, legal"
Functional Due Diligence List_old.xlsx,List any litigation claims or suits for infringement outstanding?,legal
Functional Due Diligence List_old.xlsx,List and provide Royalty agreements & What are the estimated/projected royalties (if any)?,legal
Functional Due Diligence List_old.xlsx,List of Documented Trade Secrets and Associated Documents,legal
Functional Due Diligence List_old.xlsx,Are proprietary rights on all products under development adequately secured to the company?,legal
Functional Due Diligence List_old.xlsx,"For all software products, list of operating systems and platforms","IT, engineering"
Functional Due Diligence List_old.xlsx,"List all S/W development languages (C, C++), source code debuggers and graphical development tools used in the software development environment","IT, engineering"
Functional Due Diligence List_old.xlsx,List all technical writing and technical publication tools and the revision level,"IT, engineering"
Functional Due Diligence List_old.xlsx,"List all software development equipment and operating systems such as PC, Sun and HP and NT, Windows, Solaris, and HP","IT, engineering"
Functional Due Diligence List_old.xlsx,List of all 3rd party tools that interface to your products,"IT, engineering"
Functional Due Diligence List_old.xlsx,"Describe the bug tracking system including vendor, product name and version number or describe functionality if developed in house","IT, engineering"
Functional Due Diligence List_old.xlsx,"For software products, provide the copies source code & reference documents","IT, engineering"
Functional Due Diligence List_old.xlsx,Provide all software verification and regression test suites,"IT, engineering"
Functional Due Diligence List_old.xlsx,"Do you license source code? If yes, can your customers sublicense the source? Do you receive derivatives back? Who owns the derivatives? How many companies have been licensed source code?","IT, engineering"
Functional Due Diligence List_old.xlsx,"Provide source code plus design stats., functional stats. and code documentation","IT, engineering"
Functional Due Diligence List_old.xlsx,"List any localized versions of software (e.g., Japanese version) including language, and who did the translation","IT, engineering"
Functional Due Diligence List_old.xlsx,List and describe any software that has been distributed under an open source license such as the GNU Public License (GPL) or similar. Please provide a copy of each license agreement.,"IT, engineering"
Functional Due Diligence List_old.xlsx,Test Protocols & Source Code for Test Scripts,"IT, engineering"
Functional Due Diligence List_old.xlsx,List of Joint Development Agreements & Counterparties & Associated Contracts,"HR,Legal"
Functional Due Diligence List_old.xlsx,List of License Agreements and Associated Documents,Legal
Functional Due Diligence List_old.xlsx,"Describe any current & past 3 years of internal and outsourced contracting work including number of contractors, products worked on and how long.",HR
Functional Due Diligence List_old.xlsx,Describe all quality assurance and verification processes,HR
Functional Due Diligence List_old.xlsx,"List all licensed 3rd party OEM'd components including date of license, basic terms and agreements and support and maintenance requirements",Legal
Functional Due Diligence List_old.xlsx,Lab/Test/Agency Certifications,"HR,Legal"
Functional Due Diligence List_old.xlsx,How are related engineering and plant functions coordinated?,"product, engineering"
Functional Due Diligence List_old.xlsx,"Describe the manufacturing process, e.g. who builds, assembles, and ships the product",manufacturing
Blank Data_Room_Index_v1 (1).xlsx,"Legal name, structure, domicile, and ownership of corporate entities",Legal
Blank Data_Room_Index_v1 (1).xlsx,Schedule of shareholders equity for each entity including names of shareholders and percentage ownership (both non-diluted and fully diluted),"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,"Copies of corporate documents for each entity including: Articles of Incorporation
Minutes
Bylaws
Stock ledger
IRS acceptance letter
Other?","Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Discussion of any legal concerns including pending or threatened lawsuits,Legal
Blank Data_Room_Index_v1 (1).xlsx,Discussion of any tax compliance issues,Tax
Blank Data_Room_Index_v1 (1).xlsx,Schedule of and copies of all approvals & certifications,HR
Blank Data_Room_Index_v1 (1).xlsx,"Discussion of any liability concerns including past or present rejections, failures etc","Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,"Description of computer equipment, specialized software, website etc",IT
Blank Data_Room_Index_v1 (1).xlsx,Detail of capabilities and services offered,"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Details of channels of distribution and significant agents,"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Detail of major customers and major competitors,Marketing
Blank Data_Room_Index_v1 (1).xlsx,Description of sales and profitability of each service line,"Marketing,Sales"
Blank Data_Room_Index_v1 (1).xlsx,"Analysis of capabilities, market position, and target segments","Marketing,Sales"
Blank Data_Room_Index_v1 (1).xlsx,Description of pricing policies,"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Historical financial statements – 3 years min (to 5 years),Finance
Blank Data_Room_Index_v1 (1).xlsx,"Adjustments to Normalize Historical Financials -- Add Backs, Extra Ordinary Costs",Finance
Blank Data_Room_Index_v1 (1).xlsx,Tax returns (Federal and State) - 3 years min (to 5 years),Finance
Blank Data_Room_Index_v1 (1).xlsx,Auditors management letter and management response - 3 years min (to 5 years),Finance
Blank Data_Room_Index_v1 (1).xlsx,Last FY P&L's and Balance Sheets by month,Finance
Blank Data_Room_Index_v1 (1).xlsx,Current FY projected P&L's and Balance Sheets by month,Finance
Blank Data_Room_Index_v1 (1).xlsx,Update DEBT SUMMARY.doc and Facility Leases.doc,Finance
Blank Data_Room_Index_v1 (1).xlsx,"Sales for Last FY and YTD by: Service line
Domestic vs. foreign sales
Type of Customer",Finance
Blank Data_Room_Index_v1 (1).xlsx,Sales by Top 10 (min.) customers for past 3 years,"Marketing,Sales"
Blank Data_Room_Index_v1 (1).xlsx,"Gross margin by service line, industry segment, and/or customer as applicable","Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Assets summary and Equipment List (with cost and depreciation),"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,"Detailed breakdown of backlog  (i.e. amount, due date, customer)","Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,A/R and A/P aging reports as of latest month end period,"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Explanation of any A/R collection concerns or A/P payment issues,"Product,Engineering"
Blank Data_Room_Index_v1 (1).xlsx,Purchases from Top 10 Vendors or outside consultants - 3 years historical,"Marketing,Sales"
Blank Data_Room_Index_v1 (1).xlsx,5 year projected P&L's and balance sheets by year,Finance
Blank Data_Room_Index_v1 (1).xlsx,Sales growth projection by segment by year,Finance
Blank Data_Room_Index_v1 (1).xlsx,CapEx forecast,Finance
Blank Data_Room_Index_v1 (1).xlsx,Describe additional equipment and facilities required,Finance
Blank Data_Room_Index_v1 (1).xlsx,"Backlog report for year end 2013 and June end 2014, and listing of active projects",Finance
Blank Data_Room_Index_v1 (1).xlsx,Open Proposals Report,Finance
Blank Data_Room_Index_v1 (1).xlsx,"Schedule of and copies of all active contracts including: Customer agreements
Vendor agreements [major or key vendors, outside contractors, etc
Building Leases
General P.O.
Employment contracts
Collective bargaining
Benefits plans
Shareholder agreements
Loans, mortgages, credit lines, leases, etc
Other?","Marketing,Sales"
Blank Data_Room_Index_v1 (1).xlsx,Management Organization Chart,HR
Blank Data_Room_Index_v1 (1).xlsx,Biographies for key managers,HR
Blank Data_Room_Index_v1 (1).xlsx,"List of all employees including hire date, position, wage rate, bonus arrangements, equity options, and other fringe benefits (excluding SSN)",HR
Blank Data_Room_Index_v1 (1).xlsx,Copy of employee hand book,HR
Blank Data_Room_Index_v1 (1).xlsx,EEOC compliance data,HR
Blank Data_Room_Index_v1 (1).xlsx,Benefits Summary,HR
Blank Data_Room_Index_v1 (1).xlsx,"Plan documents: 401(K) [update 401K Match.xls]
Other benefit plans (e.g. health, life, etc.)",HR
Blank Data_Room_Index_v1 (1).xlsx,"Vacation policy, accrued vacation, etc",HR
Blank Data_Room_Index_v1 (1).xlsx,"Current headcount by functional area (e.g. admin, management, marketing, etc.)",HR
Blank Data_Room_Index_v1 (1).xlsx,Buy Sell and Executive Compensation agreements,HR
Blank Data_Room_Index_v1 (1).xlsx,Employment contracts,HR
Blank Data_Room_Index_v1 (1).xlsx,"Schedule of insurance coverage, carriers, and brokers names with contact information","HR,Legal"
Blank Data_Room_Index_v1 (1).xlsx,"Copies of all insurance polices including: D&O Insurance policy
P&C Insurance Policy
Key Man Life Policy
Professional liability insurance. Discussion of any claims during the last 10 years
Other insurance policies","HR,Legal"
Blank Data_Room_Index_v1 (1).xlsx,Workers compensation plan information,"HR,Legal"
Blank Data_Room_Index_v1 (1).xlsx,Discussion of all environmental issues as applicable,HR
Blank Data_Room_Index_v1 (1).xlsx,Health and safety training policies and logs as applicable,HR
Hannah ESG checklist.xls,"This company has scopes for 1, 2, and 3 greenhouse gases","Legal, Manufacturing"
17.3 5.1 BuyDD.xls,Work with Acquisitions to draft and execute the LOI; Acquisitions may take the lead,legal
17.3 5.1 BuyDD.xls,Utilize Acquisitions department as much as possible here,legal
17.3 5.1 BuyDD.xls,Work with Acquisitions department as they will be emailing this checklist and other information to staff,legal
17.3 5.1 BuyDD.xls,Finance confirmed Earnest Money Availability prior to PSA,Finance
17.3 5.1 BuyDD.xls,Also referred to as entity registration,legal
17.3 5.1 BuyDD.xls,Enter Third Party,legal
17.3 5.1 BuyDD.xls,Review existing title if available,legal / HR
17.3 5.1 BuyDD.xls,Review existing surveys if available,legal
17.3 5.1 BuyDD.xls,Pull from existing management agreement(s),Legal/ HR
17.3 5.1 BuyDD.xls,"Licenses and Permits could Include: C/O, Business License, Health Permit, Elevator License, Pool License, Food Service License, Boiler, Tax, Water Management, Liquor",legal
17.3 5.1 BuyDD.xls,Work with Acquisitions to gather all requisite documents,legal
17.3 5.1 BuyDD.xls,Confirm with Acquisitions/Accounting,legal / finance
17.3 5.1 BuyDD.xls,"Make sure we've received all relevant insurance information, including any claims/losses over the last 3 years",legal
17.3 5.1 BuyDD.xls,Can be handled by Legal or Acquisitions,legal
17.3 5.1 BuyDD.xls,Gather all documents necessary for the U/W process; compile site visit file and start this checklist; U/W the property; review with management,legal
17.3 5.1 BuyDD.xls,Discuss underwriting results and prepare Transaction Memo,legal
17.3 5.1 BuyDD.xls,Work with Legal to complete LOI; update template with requisite deal terms,legal
17.3 5.1 BuyDD.xls,Scan and email Signed LOI to Seller/Broker,legal
17.3 5.1 BuyDD.xls,Work in conjunction with Legal,legal
17.3 5.1 BuyDD.xls,Begin tracking down and noting which materials have been received and which we are still waiting on,Engineering
17.3 5.1 BuyDD.xls,Meeting for all parties to discuess 3-05 analysis,HR
17.3 5.1 BuyDD.xls,Enter Third Party,Engineering
17.3 5.1 BuyDD.xls,Enter Third Party,Engineering
17.3 5.1 BuyDD.xls,Enter Third Party,Engineering
17.3 5.1 BuyDD.xls,Enter Third Party,Engineering
17.3 5.1 BuyDD.xls,Review any existing PCA's if they exist as well as newly ordered PCA from above,Engineering
17.3 5.1 BuyDD.xls,Review any existing Phase 1's if they exist as well as newly ordered Phase 1 from above,Engineering
17.3 5.1 BuyDD.xls,Review any existing Seismic Report's if they exist as well as newly ordered Seismic Report from above; not necessary in all markets?,Engineering
17.3 5.1 BuyDD.xls,Review any existing Appraisal's if they exist as well as newly ordered Appraisal from above,Engineering
17.3 5.1 BuyDD.xls,"If closing happens much after the DD period ends, update models and information with most recent available",Engineering
17.3 5.1 BuyDD.xls,Meet with Operations to make sure there are no outsanding asks for the Acquisitions group,Legal/ Engineering
17.3 5.1 BuyDD.xls,Meet with Acquisitions to discuss project and financing,Finance
17.3 5.1 BuyDD.xls,Meet with Acquisitions to discuss project and financing,Finance
17.3 5.1 BuyDD.xls,Work with Acquisitions to obtain any PIP information that currently exists for the property; communicate PIP costs to Acquisitions,legal
17.3 5.1 BuyDD.xls,Obtain Site Visit File from Acquisitions for property tour,facilities
17.3 5.1 BuyDD.xls,Review and analyze historical utility bills and compare to financial statements,finance
17.3 5.1 BuyDD.xls,Communicate scope and costs with Acquisitions and Operations,finance
17.3 5.1 BuyDD.xls,Obtain Site Visit File from Acquisitions for property tour,facilities
